periodo,cod_provincia,provincia,cod_depto,departamento,titulares_activos,presentismo
2017-01-31,30,Entre Ríos,30084,Paraná,1630,1630
2017-01-31,54,Misiones,54042,Eldorado,553,553
2017-01-31,70,San Juan,70084,Rivadavia,206,206
2017-01-31,06,Buenos Aires,06882,Zárate,296,296
2017-01-31,50,Mendoza,50007,Capital,493,493
2017-01-31,90,Tucumán,90063,Lules,920,920
2017-01-31,70,San Juan,70098,Santa Lucía,183,183
2017-01-31,34,Formosa,34028,Matacos,1,1
2017-01-31,70,San Juan,70077,Rawson,771,771
2017-01-31,90,Tucumán,90105,Tafí Viejo,1804,1804
2017-01-31,90,Tucumán,90084,Capital,6759,6759
2017-01-31,90,Tucumán,90091,Simoca,1117,1117
2017-02-28,06,Buenos Aires,06098,Berisso,709,709
2017-02-28,06,Buenos Aires,06270,Ezeiza,700,700
2017-02-28,06,Buenos Aires,06260,Esteban Echeverría,1143,1143
2017-02-28,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1197,1197
2017-02-28,06,Buenos Aires,06028,Almirante Brown,1763,1763
2017-02-28,06,Buenos Aires,06134,Cañuelas,266,266
2017-02-28,06,Buenos Aires,06245,Ensenada,330,330
2017-02-28,06,Buenos Aires,06126,Campana,182,182
2017-02-28,06,Buenos Aires,06532,Mercedes,134,134
2017-02-28,06,Buenos Aires,06329,General Las Heras,71,71
2017-02-28,06,Buenos Aires,06412,José C. Paz,1857,1857
2017-02-28,06,Buenos Aires,06035,Avellaneda,1063,1063
2017-02-28,06,Buenos Aires,06274,Florencio Varela,2887,2887
2017-02-28,06,Buenos Aires,06490,Lomas de Zamora,3460,3460
2017-02-28,06,Buenos Aires,06515,Malvinas Argentinas,995,995
2017-02-28,06,Buenos Aires,06252,Escobar,722,722
2017-02-28,06,Buenos Aires,06648,Presidente Perón,835,835
2017-02-28,06,Buenos Aires,06658,Quilmes,1976,1976
2017-02-28,06,Buenos Aires,06749,San Fernando,464,464
2017-02-28,06,Buenos Aires,06091,Berazategui,1651,1651
2017-02-28,06,Buenos Aires,06364,General Rodríguez,510,510
2017-02-28,06,Buenos Aires,06525,Marcos Paz,395,395
2017-02-28,06,Buenos Aires,06805,Tigre,915,915
2017-02-28,06,Buenos Aires,06371,General San Martín,1499,1499
2017-02-28,10,Catamarca,10049,Capital,943,943
2017-02-28,30,Entre Ríos,30070,La Paz,3,3
2017-02-28,06,Buenos Aires,06760,San Miguel,1291,1291
2017-02-28,06,Buenos Aires,06410,Ituzaingó,482,482
2017-02-28,06,Buenos Aires,06408,Hurlingham,582,582
2017-02-28,06,Buenos Aires,06568,Morón,701,701
2017-02-28,06,Buenos Aires,06882,Zárate,296,296
2017-02-28,06,Buenos Aires,06427,La Matanza,5448,5448
2017-02-28,18,Corrientes,18021,Capital,2914,2914
2017-02-28,46,La Rioja,46014,Capital,1096,1096
2017-02-28,50,Mendoza,50098,San Martín,689,689
2017-02-28,06,Buenos Aires,06539,Merlo,1240,1240
2017-02-28,06,Buenos Aires,06434,Lanús,1422,1422
2017-02-28,06,Buenos Aires,06840,Tres de Febrero,705,705
2017-02-28,34,Formosa,34014,Formosa,1210,1210
2017-02-28,06,Buenos Aires,06441,La Plata,1591,1591
2017-02-28,22,Chaco,22140,San Fernando,2244,2244
2017-02-28,90,Tucumán,90084,Capital,6767,6767
2017-02-28,54,Misiones,54028,Capital,1587,1587
2017-02-28,70,San Juan,70098,Santa Lucía,183,183
2017-02-28,06,Buenos Aires,06560,Moreno,2857,2857
2017-02-28,66,Salta,66028,Capital,4304,4304
2017-02-28,34,Formosa,34028,Matacos,1,1
2017-02-28,06,Buenos Aires,06497,Luján,229,229
2017-02-28,70,San Juan,70077,Rawson,776,776
2017-02-28,70,San Juan,70028,Capital,199,199
2017-02-28,54,Misiones,54042,Eldorado,557,557
2017-02-28,06,Buenos Aires,06778,San Vicente,650,650
2017-02-28,06,Buenos Aires,06638,Pilar,663,663
2017-02-28,70,San Juan,70084,Rivadavia,207,207
2017-02-28,50,Mendoza,50035,Junín,1,1
2017-02-28,74,San Luis,74056,Juan Martín Pueyrredón,937,937
2017-02-28,90,Tucumán,90014,Cruz Alta,2449,2449
2017-02-28,22,Chaco,22077,Libertad,19,19
2017-02-28,70,San Juan,70042,Chimbas,631,631
2017-02-28,90,Tucumán,90105,Tafí Viejo,1801,1801
2017-02-28,90,Tucumán,90091,Simoca,1117,1117
2017-02-28,30,Entre Ríos,30015,Concordia,1,1
2017-02-28,30,Entre Ríos,30084,Paraná,1632,1632
2017-02-28,50,Mendoza,50007,Capital,494,494
2017-02-28,86,Santiago del Estero,86049,Capital,2556,2556
2017-02-28,90,Tucumán,90063,Lules,920,920
2017-03-31,06,Buenos Aires,06434,Lanús,1417,1417
2017-03-31,06,Buenos Aires,06028,Almirante Brown,1750,1750
2017-03-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1179,1179
2017-03-31,06,Buenos Aires,06126,Campana,179,179
2017-03-31,06,Buenos Aires,06245,Ensenada,329,329
2017-03-31,06,Buenos Aires,06134,Cañuelas,266,266
2017-03-31,06,Buenos Aires,06098,Berisso,706,706
2017-03-31,06,Buenos Aires,06035,Avellaneda,1048,1048
2017-03-31,06,Buenos Aires,06497,Luján,229,229
2017-03-31,06,Buenos Aires,06091,Berazategui,1646,1646
2017-03-31,06,Buenos Aires,06408,Hurlingham,582,582
2017-03-31,06,Buenos Aires,06329,General Las Heras,70,70
2017-03-31,06,Buenos Aires,06252,Escobar,719,719
2017-03-31,06,Buenos Aires,06274,Florencio Varela,2870,2870
2017-03-31,06,Buenos Aires,06515,Malvinas Argentinas,992,992
2017-03-31,06,Buenos Aires,06260,Esteban Echeverría,1128,1128
2017-03-31,06,Buenos Aires,06778,San Vicente,647,647
2017-03-31,06,Buenos Aires,06427,La Matanza,5427,5427
2017-03-31,06,Buenos Aires,06539,Merlo,1238,1238
2017-03-31,06,Buenos Aires,06412,José C. Paz,1847,1847
2017-03-31,06,Buenos Aires,06364,General Rodríguez,512,512
2017-03-31,06,Buenos Aires,06371,General San Martín,1492,1492
2017-03-31,06,Buenos Aires,06568,Morón,699,699
2017-03-31,06,Buenos Aires,06270,Ezeiza,696,696
2017-03-31,06,Buenos Aires,06805,Tigre,913,913
2017-03-31,06,Buenos Aires,06525,Marcos Paz,394,394
2017-03-31,06,Buenos Aires,06560,Moreno,2853,2853
2017-03-31,06,Buenos Aires,06532,Mercedes,133,133
2017-03-31,06,Buenos Aires,06441,La Plata,1569,1569
2017-03-31,06,Buenos Aires,06490,Lomas de Zamora,3444,3444
2017-03-31,06,Buenos Aires,06648,Presidente Perón,831,831
2017-03-31,06,Buenos Aires,06410,Ituzaingó,480,480
2017-03-31,06,Buenos Aires,06882,Zárate,295,295
2017-03-31,06,Buenos Aires,06638,Pilar,661,661
2017-03-31,30,Entre Ríos,30084,Paraná,1627,1627
2017-03-31,06,Buenos Aires,06749,San Fernando,458,458
2017-03-31,22,Chaco,22077,Libertad,19,19
2017-03-31,06,Buenos Aires,06658,Quilmes,1966,1966
2017-03-31,18,Corrientes,18021,Capital,2907,2907
2017-03-31,46,La Rioja,46014,Capital,1095,1095
2017-03-31,22,Chaco,22063,General Güemes,1,1
2017-03-31,70,San Juan,70028,Capital,198,198
2017-03-31,50,Mendoza,50007,Capital,495,495
2017-03-31,06,Buenos Aires,06760,San Miguel,1292,1292
2017-03-31,50,Mendoza,50098,San Martín,688,688
2017-03-31,06,Buenos Aires,06840,Tres de Febrero,700,700
2017-03-31,34,Formosa,34014,Formosa,1204,1204
2017-03-31,50,Mendoza,50035,Junín,1,1
2017-03-31,30,Entre Ríos,30015,Concordia,1,1
2017-03-31,70,San Juan,70084,Rivadavia,207,207
2017-03-31,90,Tucumán,90063,Lules,917,917
2017-03-31,10,Catamarca,10049,Capital,941,941
2017-03-31,90,Tucumán,90014,Cruz Alta,2445,2445
2017-03-31,86,Santiago del Estero,86049,Capital,2554,2554
2017-03-31,54,Misiones,54042,Eldorado,554,554
2017-03-31,66,Salta,66028,Capital,4297,4297
2017-03-31,34,Formosa,34028,Matacos,1,1
2017-03-31,90,Tucumán,90084,Capital,6749,6749
2017-03-31,90,Tucumán,90105,Tafí Viejo,1799,1799
2017-03-31,22,Chaco,22140,San Fernando,2238,2238
2017-03-31,70,San Juan,70042,Chimbas,631,631
2017-03-31,70,San Juan,70098,Santa Lucía,183,183
2017-03-31,74,San Luis,74056,Juan Martín Pueyrredón,933,933
2017-03-31,30,Entre Ríos,30070,La Paz,3,3
2017-03-31,90,Tucumán,90091,Simoca,1111,1111
2017-03-31,54,Misiones,54028,Capital,1580,1580
2017-03-31,70,San Juan,70077,Rawson,774,774
2017-04-30,06,Buenos Aires,06098,Berisso,704,704
2017-04-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1181,1181
2017-04-30,06,Buenos Aires,06260,Esteban Echeverría,1124,1124
2017-04-30,06,Buenos Aires,06274,Florencio Varela,2866,2866
2017-04-30,06,Buenos Aires,06245,Ensenada,327,327
2017-04-30,06,Buenos Aires,06056,Bahía Blanca,186,186
2017-04-30,06,Buenos Aires,06035,Avellaneda,1046,1046
2017-04-30,06,Buenos Aires,06028,Almirante Brown,1743,1743
2017-04-30,06,Buenos Aires,06410,Ituzaingó,477,477
2017-04-30,06,Buenos Aires,06749,San Fernando,456,456
2017-04-30,06,Buenos Aires,06270,Ezeiza,695,695
2017-04-30,06,Buenos Aires,06364,General Rodríguez,509,509
2017-04-30,06,Buenos Aires,06329,General Las Heras,69,69
2017-04-30,06,Buenos Aires,06091,Berazategui,1645,1645
2017-04-30,06,Buenos Aires,06126,Campana,180,180
2017-04-30,06,Buenos Aires,06408,Hurlingham,578,578
2017-04-30,22,Chaco,22063,General Güemes,1,1
2017-04-30,06,Buenos Aires,06760,San Miguel,1288,1288
2017-04-30,06,Buenos Aires,06412,José C. Paz,1842,1842
2017-04-30,06,Buenos Aires,06648,Presidente Perón,830,830
2017-04-30,06,Buenos Aires,06532,Mercedes,135,135
2017-04-30,06,Buenos Aires,06427,La Matanza,5394,5394
2017-04-30,06,Buenos Aires,06134,Cañuelas,265,265
2017-04-30,06,Buenos Aires,06434,Lanús,1409,1409
2017-04-30,22,Chaco,22077,Libertad,19,19
2017-04-30,54,Misiones,54028,Capital,1572,1572
2017-04-30,06,Buenos Aires,06497,Luján,227,227
2017-04-30,18,Corrientes,18021,Capital,2896,2896
2017-04-30,06,Buenos Aires,06539,Merlo,1234,1234
2017-04-30,06,Buenos Aires,06638,Pilar,654,654
2017-04-30,06,Buenos Aires,06252,Escobar,716,716
2017-04-30,06,Buenos Aires,06515,Malvinas Argentinas,993,993
2017-04-30,30,Entre Ríos,30015,Concordia,1,1
2017-04-30,70,San Juan,70028,Capital,197,197
2017-04-30,06,Buenos Aires,06525,Marcos Paz,393,393
2017-04-30,30,Entre Ríos,30084,Paraná,1622,1622
2017-04-30,06,Buenos Aires,06882,Zárate,295,295
2017-04-30,06,Buenos Aires,06658,Quilmes,1959,1959
2017-04-30,06,Buenos Aires,06371,General San Martín,1481,1481
2017-04-30,06,Buenos Aires,06560,Moreno,2842,2842
2017-04-30,50,Mendoza,50098,San Martín,682,682
2017-04-30,74,San Luis,74056,Juan Martín Pueyrredón,932,932
2017-04-30,06,Buenos Aires,06778,San Vicente,647,647
2017-04-30,70,San Juan,70042,Chimbas,630,630
2017-04-30,10,Catamarca,10049,Capital,938,938
2017-04-30,86,Santiago del Estero,86049,Capital,2544,2544
2017-04-30,06,Buenos Aires,06441,La Plata,1563,1563
2017-04-30,06,Buenos Aires,06568,Morón,698,698
2017-04-30,70,San Juan,70098,Santa Lucía,183,183
2017-04-30,90,Tucumán,90084,Capital,6728,6728
2017-04-30,06,Buenos Aires,06805,Tigre,905,905
2017-04-30,90,Tucumán,90063,Lules,916,916
2017-04-30,22,Chaco,22140,San Fernando,2233,2233
2017-04-30,34,Formosa,34014,Formosa,1201,1201
2017-04-30,06,Buenos Aires,06490,Lomas de Zamora,3434,3434
2017-04-30,90,Tucumán,90105,Tafí Viejo,1794,1794
2017-04-30,90,Tucumán,90014,Cruz Alta,2440,2440
2017-04-30,50,Mendoza,50007,Capital,489,489
2017-04-30,34,Formosa,34028,Matacos,1,1
2017-04-30,54,Misiones,54042,Eldorado,549,549
2017-04-30,30,Entre Ríos,30070,La Paz,3,3
2017-04-30,06,Buenos Aires,06840,Tres de Febrero,696,696
2017-04-30,70,San Juan,70077,Rawson,769,769
2017-04-30,46,La Rioja,46014,Capital,1094,1094
2017-04-30,94,Tierra del Fuego,94007,Río Grande,47,47
2017-04-30,66,Salta,66028,Capital,4277,4277
2017-04-30,94,Tierra del Fuego,94014,Ushuaia,2,2
2017-04-30,50,Mendoza,50035,Junín,1,1
2017-04-30,70,San Juan,70084,Rivadavia,206,206
2017-04-30,90,Tucumán,90091,Simoca,1105,1105
2017-05-31,06,Buenos Aires,06028,Almirante Brown,1741,1741
2017-05-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1180,1180
2017-05-31,06,Buenos Aires,06260,Esteban Echeverría,1127,1127
2017-05-31,06,Buenos Aires,06515,Malvinas Argentinas,992,992
2017-05-31,06,Buenos Aires,06035,Avellaneda,1050,1050
2017-05-31,06,Buenos Aires,06274,Florencio Varela,2881,2881
2017-05-31,06,Buenos Aires,06134,Cañuelas,266,266
2017-05-31,06,Buenos Aires,06658,Quilmes,1966,1966
2017-05-31,06,Buenos Aires,06126,Campana,181,181
2017-05-31,06,Buenos Aires,06056,Bahía Blanca,132,132
2017-05-31,06,Buenos Aires,06270,Ezeiza,697,697
2017-05-31,06,Buenos Aires,06525,Marcos Paz,394,394
2017-05-31,06,Buenos Aires,06098,Berisso,704,704
2017-05-31,06,Buenos Aires,06371,General San Martín,1483,1483
2017-05-31,06,Buenos Aires,06245,Ensenada,327,327
2017-05-31,54,Misiones,54042,Eldorado,549,549
2017-05-31,06,Buenos Aires,06252,Escobar,715,715
2017-05-31,06,Buenos Aires,06091,Berazategui,1647,1647
2017-05-31,06,Buenos Aires,06329,General Las Heras,69,69
2017-05-31,06,Buenos Aires,06568,Morón,700,700
2017-05-31,06,Buenos Aires,06410,Ituzaingó,478,478
2017-05-31,06,Buenos Aires,06408,Hurlingham,578,578
2017-05-31,06,Buenos Aires,06490,Lomas de Zamora,3432,3432
2017-05-31,90,Tucumán,90014,Cruz Alta,2439,2439
2017-05-31,06,Buenos Aires,06364,General Rodríguez,518,518
2017-05-31,06,Buenos Aires,06301,General Belgrano,1,1
2017-05-31,06,Buenos Aires,06412,José C. Paz,1853,1853
2017-05-31,06,Buenos Aires,06805,Tigre,908,908
2017-05-31,06,Buenos Aires,06532,Mercedes,137,137
2017-05-31,06,Buenos Aires,06427,La Matanza,5396,5396
2017-05-31,06,Buenos Aires,06840,Tres de Febrero,699,699
2017-05-31,94,Tierra del Fuego,94014,Ushuaia,2,2
2017-05-31,06,Buenos Aires,06441,La Plata,1561,1561
2017-05-31,06,Buenos Aires,06648,Presidente Perón,831,831
2017-05-31,06,Buenos Aires,06749,San Fernando,460,460
2017-05-31,06,Buenos Aires,06882,Zárate,295,295
2017-05-31,06,Buenos Aires,06539,Merlo,1235,1235
2017-05-31,06,Buenos Aires,06434,Lanús,1411,1411
2017-05-31,50,Mendoza,50035,Junín,1,1
2017-05-31,34,Formosa,34014,Formosa,1203,1203
2017-05-31,06,Buenos Aires,06560,Moreno,2840,2840
2017-05-31,18,Corrientes,18021,Capital,2895,2895
2017-05-31,06,Buenos Aires,06760,San Miguel,1293,1293
2017-05-31,34,Formosa,34028,Matacos,1,1
2017-05-31,10,Catamarca,10049,Capital,933,933
2017-05-31,06,Buenos Aires,06497,Luján,238,238
2017-05-31,66,Salta,66028,Capital,4271,4271
2017-05-31,70,San Juan,70028,Capital,194,194
2017-05-31,22,Chaco,22077,Libertad,19,19
2017-05-31,74,San Luis,74056,Juan Martín Pueyrredón,929,929
2017-05-31,30,Entre Ríos,30070,La Paz,2,2
2017-05-31,70,San Juan,70042,Chimbas,629,629
2017-05-31,22,Chaco,22063,General Güemes,1,1
2017-05-31,06,Buenos Aires,06638,Pilar,654,654
2017-05-31,90,Tucumán,90091,Simoca,1104,1104
2017-05-31,90,Tucumán,90105,Tafí Viejo,1793,1793
2017-05-31,30,Entre Ríos,30015,Concordia,2,2
2017-05-31,06,Buenos Aires,06778,San Vicente,646,646
2017-05-31,46,La Rioja,46014,Capital,1097,1097
2017-05-31,70,San Juan,70084,Rivadavia,206,206
2017-05-31,22,Chaco,22140,San Fernando,2227,2227
2017-05-31,86,Santiago del Estero,86049,Capital,2532,2532
2017-05-31,50,Mendoza,50098,San Martín,682,682
2017-05-31,90,Tucumán,90063,Lules,916,916
2017-05-31,30,Entre Ríos,30084,Paraná,1621,1621
2017-05-31,54,Misiones,54028,Capital,1570,1570
2017-05-31,70,San Juan,70077,Rawson,767,767
2017-05-31,90,Tucumán,90084,Capital,6730,6730
2017-05-31,50,Mendoza,50007,Capital,491,491
2017-05-31,94,Tierra del Fuego,94007,Río Grande,47,47
2017-05-31,70,San Juan,70098,Santa Lucía,181,181
2017-06-30,06,Buenos Aires,06035,Avellaneda,1060,1060
2017-06-30,06,Buenos Aires,06274,Florencio Varela,2905,2905
2017-06-30,06,Buenos Aires,06260,Esteban Echeverría,1132,1132
2017-06-30,06,Buenos Aires,06525,Marcos Paz,393,393
2017-06-30,06,Buenos Aires,06252,Escobar,716,716
2017-06-30,06,Buenos Aires,06098,Berisso,704,704
2017-06-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1197,1197
2017-06-30,06,Buenos Aires,06028,Almirante Brown,1752,1752
2017-06-30,06,Buenos Aires,06056,Bahía Blanca,126,126
2017-06-30,06,Buenos Aires,06364,General Rodríguez,527,527
2017-06-30,06,Buenos Aires,06408,Hurlingham,589,589
2017-06-30,06,Buenos Aires,06532,Mercedes,141,141
2017-06-30,06,Buenos Aires,06371,General San Martín,1477,1477
2017-06-30,06,Buenos Aires,06515,Malvinas Argentinas,988,988
2017-06-30,06,Buenos Aires,06091,Berazategui,1661,1661
2017-06-30,06,Buenos Aires,06126,Campana,181,181
2017-06-30,06,Buenos Aires,06134,Cañuelas,267,267
2017-06-30,06,Buenos Aires,06638,Pilar,655,655
2017-06-30,06,Buenos Aires,06412,José C. Paz,1849,1849
2017-06-30,06,Buenos Aires,06539,Merlo,1240,1240
2017-06-30,06,Buenos Aires,06427,La Matanza,5420,5420
2017-06-30,06,Buenos Aires,06568,Morón,701,701
2017-06-30,06,Buenos Aires,06245,Ensenada,328,328
2017-06-30,06,Buenos Aires,06270,Ezeiza,692,692
2017-06-30,06,Buenos Aires,06301,General Belgrano,1,1
2017-06-30,06,Buenos Aires,06658,Quilmes,1969,1969
2017-06-30,06,Buenos Aires,06434,Lanús,1418,1418
2017-06-30,10,Catamarca,10049,Capital,961,961
2017-06-30,06,Buenos Aires,06441,La Plata,1572,1572
2017-06-30,06,Buenos Aires,06648,Presidente Perón,833,833
2017-06-30,06,Buenos Aires,06805,Tigre,917,917
2017-06-30,06,Buenos Aires,06329,General Las Heras,69,69
2017-06-30,06,Buenos Aires,06410,Ituzaingó,472,472
2017-06-30,22,Chaco,22077,Libertad,19,19
2017-06-30,06,Buenos Aires,06497,Luján,254,254
2017-06-30,22,Chaco,22063,General Güemes,1,1
2017-06-30,06,Buenos Aires,06490,Lomas de Zamora,3442,3442
2017-06-30,18,Corrientes,18021,Capital,2890,2890
2017-06-30,06,Buenos Aires,06882,Zárate,297,297
2017-06-30,06,Buenos Aires,06560,Moreno,2843,2843
2017-06-30,50,Mendoza,50035,Junín,1,1
2017-06-30,30,Entre Ríos,30015,Concordia,2,2
2017-06-30,06,Buenos Aires,06749,San Fernando,465,465
2017-06-30,22,Chaco,22140,San Fernando,2225,2225
2017-06-30,06,Buenos Aires,06840,Tres de Febrero,696,696
2017-06-30,34,Formosa,34014,Formosa,1198,1198
2017-06-30,34,Formosa,34028,Matacos,1,1
2017-06-30,30,Entre Ríos,30070,La Paz,1,1
2017-06-30,66,Salta,66028,Capital,4267,4267
2017-06-30,86,Santiago del Estero,86049,Capital,2528,2528
2017-06-30,06,Buenos Aires,06760,San Miguel,1303,1303
2017-06-30,70,San Juan,70028,Capital,196,196
2017-06-30,50,Mendoza,50098,San Martín,679,679
2017-06-30,50,Mendoza,50028,Guaymallén,1,1
2017-06-30,06,Buenos Aires,06778,San Vicente,647,647
2017-06-30,30,Entre Ríos,30084,Paraná,1619,1619
2017-06-30,70,San Juan,70098,Santa Lucía,181,181
2017-06-30,90,Tucumán,90007,Burruyacú,1,1
2017-06-30,50,Mendoza,50049,Las Heras,1,1
2017-06-30,70,San Juan,70077,Rawson,769,769
2017-06-30,70,San Juan,70084,Rivadavia,206,206
2017-06-30,70,San Juan,70042,Chimbas,632,632
2017-06-30,54,Misiones,54028,Capital,1573,1573
2017-06-30,46,La Rioja,46014,Capital,1084,1084
2017-06-30,90,Tucumán,90091,Simoca,1107,1107
2017-06-30,90,Tucumán,90014,Cruz Alta,2446,2446
2017-06-30,54,Misiones,54042,Eldorado,549,549
2017-06-30,50,Mendoza,50007,Capital,490,490
2017-06-30,90,Tucumán,90084,Capital,6740,6740
2017-06-30,74,San Luis,74056,Juan Martín Pueyrredón,946,946
2017-06-30,90,Tucumán,90063,Lules,917,917
2017-06-30,86,Santiago del Estero,86035,Banda,1,1
2017-06-30,94,Tierra del Fuego,94007,Río Grande,47,47
2017-06-30,94,Tierra del Fuego,94014,Ushuaia,2,2
2017-06-30,90,Tucumán,90105,Tafí Viejo,1796,1796
2017-07-31,06,Buenos Aires,06252,Escobar,712,712
2017-07-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1213,1213
2017-07-31,06,Buenos Aires,06245,Ensenada,328,328
2017-07-31,06,Buenos Aires,06035,Avellaneda,1065,1065
2017-07-31,06,Buenos Aires,06260,Esteban Echeverría,1131,1131
2017-07-31,06,Buenos Aires,06091,Berazategui,1677,1677
2017-07-31,06,Buenos Aires,06056,Bahía Blanca,126,126
2017-07-31,06,Buenos Aires,06028,Almirante Brown,1752,1752
2017-07-31,06,Buenos Aires,06364,General Rodríguez,529,529
2017-07-31,06,Buenos Aires,06539,Merlo,1238,1238
2017-07-31,06,Buenos Aires,06329,General Las Heras,69,69
2017-07-31,06,Buenos Aires,06126,Campana,182,182
2017-07-31,06,Buenos Aires,06408,Hurlingham,590,590
2017-07-31,06,Buenos Aires,06098,Berisso,706,706
2017-07-31,06,Buenos Aires,06301,General Belgrano,1,1
2017-07-31,06,Buenos Aires,06270,Ezeiza,682,682
2017-07-31,06,Buenos Aires,06441,La Plata,1576,1576
2017-07-31,06,Buenos Aires,06882,Zárate,297,297
2017-07-31,06,Buenos Aires,06532,Mercedes,145,145
2017-07-31,06,Buenos Aires,06134,Cañuelas,268,268
2017-07-31,06,Buenos Aires,06412,José C. Paz,1846,1846
2017-07-31,06,Buenos Aires,06427,La Matanza,5435,5435
2017-07-31,06,Buenos Aires,06410,Ituzaingó,471,471
2017-07-31,06,Buenos Aires,06525,Marcos Paz,392,392
2017-07-31,06,Buenos Aires,06648,Presidente Perón,831,831
2017-07-31,70,San Juan,70028,Capital,195,195
2017-07-31,06,Buenos Aires,06749,San Fernando,468,468
2017-07-31,06,Buenos Aires,06274,Florencio Varela,2914,2914
2017-07-31,06,Buenos Aires,06434,Lanús,1421,1421
2017-07-31,06,Buenos Aires,06658,Quilmes,1963,1963
2017-07-31,06,Buenos Aires,06638,Pilar,662,662
2017-07-31,06,Buenos Aires,06560,Moreno,2842,2842
2017-07-31,18,Corrientes,18021,Capital,2938,2938
2017-07-31,94,Tierra del Fuego,94014,Ushuaia,3,3
2017-07-31,06,Buenos Aires,06760,San Miguel,1303,1303
2017-07-31,06,Buenos Aires,06371,General San Martín,1480,1480
2017-07-31,06,Buenos Aires,06497,Luján,268,268
2017-07-31,22,Chaco,22063,General Güemes,1,1
2017-07-31,18,Corrientes,18063,General Paz,2,2
2017-07-31,06,Buenos Aires,06568,Morón,702,702
2017-07-31,22,Chaco,22028,Chacabuco,1,1
2017-07-31,70,San Juan,70070,Pocito,1,1
2017-07-31,10,Catamarca,10049,Capital,963,963
2017-07-31,06,Buenos Aires,06490,Lomas de Zamora,3439,3439
2017-07-31,06,Buenos Aires,06515,Malvinas Argentinas,988,988
2017-07-31,74,San Luis,74056,Juan Martín Pueyrredón,946,946
2017-07-31,22,Chaco,22077,Libertad,19,19
2017-07-31,06,Buenos Aires,06861,Vicente López,3,3
2017-07-31,50,Mendoza,50049,Las Heras,1,1
2017-07-31,90,Tucumán,90014,Cruz Alta,2442,2442
2017-07-31,22,Chaco,22140,San Fernando,2222,2222
2017-07-31,06,Buenos Aires,06840,Tres de Febrero,695,695
2017-07-31,06,Buenos Aires,06778,San Vicente,645,645
2017-07-31,46,La Rioja,46014,Capital,1084,1084
2017-07-31,30,Entre Ríos,30015,Concordia,2,2
2017-07-31,30,Entre Ríos,30084,Paraná,1618,1618
2017-07-31,70,San Juan,70042,Chimbas,628,628
2017-07-31,50,Mendoza,50007,Capital,491,491
2017-07-31,30,Entre Ríos,30070,La Paz,1,1
2017-07-31,66,Salta,66028,Capital,4266,4266
2017-07-31,06,Buenos Aires,06805,Tigre,919,919
2017-07-31,50,Mendoza,50028,Guaymallén,1,1
2017-07-31,50,Mendoza,50098,San Martín,675,675
2017-07-31,70,San Juan,70084,Rivadavia,206,206
2017-07-31,90,Tucumán,90007,Burruyacú,1,1
2017-07-31,86,Santiago del Estero,86035,Banda,1,1
2017-07-31,54,Misiones,54028,Capital,1574,1574
2017-07-31,18,Corrientes,18133,San Cosme,1,1
2017-07-31,70,San Juan,70098,Santa Lucía,181,181
2017-07-31,90,Tucumán,90063,Lules,917,917
2017-07-31,70,San Juan,70077,Rawson,769,769
2017-07-31,34,Formosa,34014,Formosa,1203,1203
2017-07-31,86,Santiago del Estero,86049,Capital,2529,2529
2017-07-31,90,Tucumán,90091,Simoca,1108,1108
2017-07-31,94,Tierra del Fuego,94007,Río Grande,64,64
2017-07-31,50,Mendoza,50035,Junín,1,1
2017-07-31,90,Tucumán,90084,Capital,6737,6737
2017-07-31,90,Tucumán,90105,Tafí Viejo,1792,1792
2017-07-31,54,Misiones,54042,Eldorado,549,549
2017-08-31,06,Buenos Aires,06028,Almirante Brown,1754,1754
2017-08-31,06,Buenos Aires,06126,Campana,182,182
2017-08-31,06,Buenos Aires,06260,Esteban Echeverría,1131,1131
2017-08-31,06,Buenos Aires,06270,Ezeiza,688,688
